qwalk-v-chain_nativegates_ibm_qiskit_opt0_11.qasm,11,1555,22,2192,546,0,546,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_13.qasm,13,2203,26,3094,762,0,762,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_15.qasm,15,2959,30,4152,1014,0,1014,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_17.qasm,17,3823,34,5366,1302,0,1302,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_19.qasm,19,4795,38,6736,1626,0,1626,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_21.qasm,21,5875,42,8262,1986,0,1986,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_23.qasm,23,7063,46,9944,2382,0,2382,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_25.qasm,25,8359,50,11782,2814,0,2814,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_27.qasm,27,9763,54,13776,3282,0,3282,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_29.qasm,29,11275,58,15926,3786,0,3786,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_3.qasm,3,86,6,144,42,0,42,1
qwalk-v-chain_nativegates_ibm_qiskit_opt0_5.qasm,5,265,10,422,114,0,114,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_7.qasm,7,583,14,856,222,0,222,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_9.qasm,9,1015,18,1446,366,0,366,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_11.qasm,11,1555,22,2192,546,0,546,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_13.qasm,13,2203,26,3094,762,0,762,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_15.qasm,15,2959,30,4152,1014,0,1014,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_17.qasm,17,3823,34,5366,1302,0,1302,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_19.qasm,19,4795,38,6736,1626,0,1626,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_21.qasm,21,5875,42,8262,1986,0,1986,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_23.qasm,23,7063,46,9944,2382,0,2382,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_25.qasm,25,8359,50,11782,2814,0,2814,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_27.qasm,27,9763,54,13776,3282,0,3282,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_29.qasm,29,11275,58,15926,3786,0,3786,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_3.qasm,3,86,6,144,42,0,42,1
qwalk-v-chain_nativegates_ibm_qiskit_opt0_5.qasm,5,265,10,422,114,0,114,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_7.qasm,7,583,14,856,222,0,222,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_9.qasm,9,1015,18,1446,366,0,366,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_11.qasm,11,1555,22,2192,546,0,546,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_13.qasm,13,2203,26,3094,762,0,762,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_15.qasm,15,2959,30,4152,1014,0,1014,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_17.qasm,17,3823,34,5366,1302,0,1302,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_19.qasm,19,4795,38,6736,1626,0,1626,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_21.qasm,21,5875,42,8262,1986,0,1986,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_23.qasm,23,7063,46,9944,2382,0,2382,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_25.qasm,25,8359,50,11782,2814,0,2814,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_27.qasm,27,9763,54,13776,3282,0,3282,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_29.qasm,29,11275,58,15926,3786,0,3786,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_3.qasm,3,86,6,144,42,0,42,1
qwalk-v-chain_nativegates_ibm_qiskit_opt0_5.qasm,5,265,10,422,114,0,114,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_7.qasm,7,583,14,856,222,0,222,0
qwalk-v-chain_nativegates_ibm_qiskit_opt0_9.qasm,9,1015,18,1446,366,0,366,0
